,location,age,gender,decisions,meaningful,personal_identity,Feeling_good,knowledge,expensive, not_available,uncertainty,preference,intention,purchased
789,Europe,Under 22,Female,4,4,4,3,4,3,1,3,3,3,2
790,North America,Under 22,Female,4,4,4,4,3,3,1,4,4,4,2
791,Europe,22-39,Female,4,3,3,2,3,3,2,4,3,2,2
792,Europe,22-39,Female,3,2,2,3,2,4,3,3,2,1,0
793,North America,Under 22,Female,3,4,3,2,1,3,1,3,3,2,2
794,North America,22-39,Female,3,3,4,4,2,4,4,3,3,2,1
795,South America,Under 22,Female,4,4,4,4,3,2,1,2,4,4,2
796,North America,Under 22,Female,2,3,3,2,1,2,2,3,1,1,1
797,North America,22-39,Female,4,4,4,3,4,2,1,3,4,4,2
798,North America,22-39,Female,3,3,2,0,1,4,3,1,0,0,1
799,North America,22-39,Female,4,4,4,3,2,3,3,4,4,2,2
800,North America,22-39,Female,1,3,3,3,1,4,3,3,3,1,0
801,North America,22-39,Female,2,3,2,2,0,3,1,3,3,2,1
802,North America,22-39,Female,4,4,4,4,1,1,1,4,3,3,2
803,North America,22-39,Female,3,3,3,1,3,3,3,3,4,4,2
804,North America,39-52,Female,4,4,3,3,3,2,1,1,3,3,2
805,Australia,22-39,Female,3,3,4,4,3,3,4,4,4,3,2
806,North America,22-39,Female,4,3,3,3,1,4,4,4,3,3,2
807,Europe,22-39,Female,2,4,2,0,0,2,2,4,3,3,0
808,North America,22-39,Female,4,4,4,3,2,3,3,4,4,3,2
809,North America,39-52,Female,4,4,4,3,1,3,1,4,2,2,2
810,North America,Under 22,Female,2,3,3,3,1,3,2,3,2,0,1
811,North America,22-39,Female,3,4,4,4,4,3,3,3,3,2,2
812,North America,22-39,Female,3,3,3,3,1,3,2,4,2,1,1
813,North America,70+,Other,4,4,4,4,4,3,3,2,4,4,2
814,North America,22-39,Female,3,4,3,3,1,3,3,3,3,0,1
815,Europe,22-39,Female,3,3,4,3,2,1,3,3,4,3,2
816,North America,Under 22,Female,3,4,4,4,2,3,3,3,4,3,1
817,North America,52-70,Female,1,4,4,2,0,3,3,4,2,0,1
818,South America,22-39,Female,4,4,3,3,3,3,2,3,4,4,2
819,North America,22-39,Female,4,4,4,0,3,2,0,3,3,2,2
820,Europe,Under 22,Female,3,3,3,3,1,3,1,4,4,3,1
821,North America,Under 22,Female,2,3,3,3,0,3,2,4,2,1,1
822,North America,22-39,Female,3,2,3,2,2,4,4,4,3,1,1
823,North America,22-39,Female,4,4,4,4,3,2,1,3,2,3,2
824,North America,Under 22,Female,3,4,3,3,2,4,4,4,3,4,2
825,Europe,22-39,Female,3,4,4,3,1,3,1,2,4,3,1
826,North America,22-39,Female,4,4,3,3,3,3,2,3,3,2,1
827,North America,Under 22,Female,1,3,2,3,1,4,2,3,3,2,2
828,North America,Under 22,Female,4,4,4,3,1,3,2,3,3,2,1
829,Europe,52-70,Female,4,4,4,3,1,3,2,2,4,3,2
830,Europe,Under 22,Female,3,3,4,3,1,4,4,4,2,1,1
831,North America,22-39,Female,4,3,3,2,3,1,2,2,3,2,2
832,North America,22-39,Female,3,3,3,3,2,2,2,3,2,2,2
833,North America,Under 22,Prefer not to say,3,3,3,3,1,3,2,3,2,3,1
834,North America,22-39,Female,4,3,4,4,2,4,4,4,4,4,2
835,North America,Under 22,Female,4,4,4,3,2,3,2,3,3,3,2
836,Europe,Under 22,Female,2,3,3,4,1,2,2,2,3,4,1
837,North America,Under 22,Female,4,4,4,2,2,3,3,3,1,4,2
838,North America,Under 22,Female,3,4,4,4,2,3,2,3,4,4,1
839,Europe,22-39,Female,4,4,3,3,1,4,4,3,4,2,1
840,North America,22-39,Female,4,4,3,3,2,0,3,3,4,4,2
841,Europe,Under 22,Female,3,4,3,4,1,2,2,3,3,2,1
842,Asia,Under 22,Female,4,4,4,0,0,4,4,4,3,3,0
843,North America,22-39,Female,4,4,4,3,2,3,3,3,4,4,2
844,North America,Under 22,Female,4,4,4,2,2,3,2,3,4,4,2
845,Europe,Under 22,Female,3,3,3,2,2,3,2,3,2,3,2
846,North America,22-39,Female,3,3,4,3,1,3,3,3,3,3,2
847,North America,Under 22,Female,4,4,4,4,2,4,4,4,3,2,2
848,North America,22-39,Female,3,3,4,4,1,4,4,3,3,4,2
849,North America,22-39,Female,1,1,3,2,1,3,1,1,3,1,1
850,North America,22-39,Female,3,3,4,3,1,3,3,3,3,4,2
851,Europe,22-39,Female,4,4,4,2,4,3,1,1,4,4,2
852,North America,Under 22,Female,3,4,4,3,4,3,2,3,4,3,2
853,Europe,22-39,Female,4,4,2,3,2,3,1,3,3,2,2
854,North America,Under 22,Female,4,3,3,3,2,4,4,4,3,4,2
855,North America,Under 22,Female,4,3,4,4,1,3,2,3,3,3,2
856,North America,22-39,Female,3,4,4,3,3,3,2,4,4,1,2
857,Europe,Under 22,Female,3,3,4,4,2,2,2,3,3,3,2
858,North America,22-39,Prefer not to say,4,4,4,3,4,3,4,3,3,4,2
859,Europe,22-39,Female,4,4,4,4,0,4,3,3,4,4,2
860,North America,22-39,Female,3,4,4,2,1,3,2,3,3,1,1
861,North America,22-39,Female,2,3,4,3,0,4,0,3,2,2,1
862,North America,Under 22,Female,4,4,4,4,3,3,1,1,4,4,2
863,North America,22-39,Female,3,3,3,3,2,3,1,3,3,1,2
864,North America,Under 22,Female,4,4,4,4,4,3,1,2,3,4,2
865,North America,22-39,Female,4,3,3,3,2,3,1,3,2,2,2
866,North America,22-39,Female,3,4,3,2,1,4,2,4,3,2,0
867,North America,Under 22,Female,3,3,3,2,1,4,1,3,3,1,2
868,North America,22-39,Female,3,3,3,3,0,2,2,4,2,1,1
869,North America,Under 22,Female,4,4,4,4,2,4,3,3,3,3,2
870,Europe,Under 22,Female,1,3,1,3,0,3,4,3,2,1,1
871,North America,Under 22,Female,4,4,4,4,3,3,2,2,4,4,2
872,North America,Under 22,Female,4,3,3,3,1,3,1,3,3,3,1
873,Europe,Under 22,Prefer not to say,3,4,4,3,4,2,3,3,2,4,2
874,Asia,22-39,Female,3,3,3,3,1,3,3,2,3,2,2
875,North America,22-39,Female,4,4,3,4,3,3,3,4,3,3,2
876,Asia,22-39,Female,2,3,4,3,0,4,3,3,3,1,1
877,North America,Under 22,Female,2,4,4,4,2,4,2,1,4,1,1
878,Europe,22-39,Female,2,3,3,3,2,2,3,3,2,2,1
879,North America,22-39,Female,3,4,3,2,2,2,1,3,3,2,2
880,North America,22-39,Female,4,3,3,2,3,3,3,4,3,2,2
881,Europe,22-39,Female,4,4,4,3,2,4,4,4,4,3,2
882,Africa,Under 22,Female,3,4,4,4,2,3,4,2,4,4,2
883,Europe,Under 22,Male,4,4,4,3,3,2,1,4,4,4,2
884,Europe,Under 22,Male,4,4,4,2,3,4,2,3,3,2,2
885,Europe,22-39,Female,3,4,4,4,3,3,3,3,4,1,1
886,North America,Under 22,Female,4,4,4,3,3,3,1,2,4,3,2
887,South America,Under 22,Female,3,4,4,4,3,4,4,3,4,3,1
888,North America,39-52,Female,2,3,3,3,1,4,1,3,3,2,2
889,North America,22-39,Female,3,3,2,2,1,3,3,3,3,3,2
890,Europe,22-39,Female,4,4,4,3,2,3,3,3,3,3,1
891,North America,22-39,Female,4,4,4,4,4,3,3,1,4,4,2
892,North America,22-39,Female,4,4,4,4,2,3,3,4,4,3,2
893,Europe,Under 22,Female,4,4,4,4,3,2,3,3,3,2,2
894,North America,22-39,Female,1,3,4,4,0,4,2,4,4,0,1
895,Europe,Under 22,Female,3,4,3,3,1,2,2,3,2,1,2
896,North America,52-70,Female,4,4,4,3,3,4,3,2,3,3,2
897,Europe,Under 22,Female,2,3,3,2,0,4,4,2,3,2,1
898,North America,Under 22,Female,4,4,4,4,1,3,1,4,3,3,2
899,North America,22-39,Female,3,3,3,3,1,4,2,1,1,1,1
900,North America,Under 22,Female,4,4,4,2,4,2,4,0,4,4,2
901,South America,22-39,Female,3,3,3,2,2,2,3,4,4,2,1
902,Europe,22-39,Female,4,3,3,3,1,2,1,1,3,2,1
903,Europe,22-39,Female,3,3,3,4,2,4,3,3,4,2,2
904,North America,22-39,Female,3,4,4,4,3,2,2,1,3,2,2
905,North America,22-39,Female,2,4,4,4,0,4,2,2,4,3,0
906,Asia,Under 22,Female,2,4,3,2,1,3,4,4,4,2,1
907,North America,Under 22,Female,2,3,2,2,1,2,1,3,3,0,1
908,North America,22-39,Female,3,3,3,2,1,3,1,3,3,2,1
909,North America,22-39,Female,3,3,3,2,2,3,2,3,3,2,2
910,North America,22-39,Female,4,4,4,2,1,2,4,3,4,4,2
911,North America,Under 22,Female,3,4,4,3,3,3,1,1,4,2,2
912,Europe,22-39,Female,4,4,3,3,3,3,4,1,4,4,2
913,North America,52-70,Female,4,4,3,4,2,3,2,4,4,2,2
914,North America,Under 22,Female,4,4,4,2,4,1,1,2,4,4,2
915,Europe,22-39,Female,4,4,4,1,4,3,2,2,4,4,2
916,North America,Under 22,Male,3,4,4,4,1,4,2,4,3,3,1
917,South America,22-39,Female,2,3,3,3,1,3,2,3,3,2,1
918,Europe,22-39,Female,3,4,4,4,2,4,2,3,4,4,0
919,North America,Under 22,Female,1,3,2,3,1,3,2,3,3,1,2
920,North America,22-39,Female,3,4,4,3,2,3,2,4,4,1,2
921,Europe,22-39,Female,2,4,4,2,1,4,1,4,3,1,2
922,Europe,Under 22,Female,4,4,4,4,2,3,1,2,4,3,2
923,North America,22-39,Female,4,4,4,4,3,3,4,2,4,3,2
924,North America,22-39,Female,2,3,3,2,2,3,2,3,2,1,1
925,North America,22-39,Other,1,4,4,3,0,3,4,4,4,3,1
926,Europe,Under 22,Female,3,4,3,2,1,3,3,2,4,3,2
927,Europe,39-52,Female,2,3,3,2,1,4,2,3,3,3,1
928,North America,22-39,Female,4,4,4,3,3,3,4,4,4,4,2
929,North America,22-39,Female,0,4,2,4,2,4,4,0,2,2,0
930,Europe,22-39,Female,3,4,4,3,2,4,4,4,4,3,2
931,Europe,22-39,Female,4,4,4,4,4,2,0,3,4,4,2
932,North America,39-52,Female,4,3,4,3,2,3,2,3,3,4,2
933,North America,Under 22,Female,3,3,4,3,4,3,3,1,4,3,2
934,North America,22-39,Female,3,4,3,3,2,4,1,3,4,2,2
935,Australia,22-39,Female,4,4,4,3,2,2,2,1,3,3,2
936,North America,22-39,Male,4,4,4,2,4,3,2,4,4,4,2
937,North America,22-39,Female,3,4,4,4,1,4,3,2,4,2,2
938,North America,22-39,Female,4,3,4,4,3,3,2,3,4,4,2
939,North America,22-39,Male,4,4,4,3,2,4,1,3,3,3,2
940,North America,Under 22,Female,4,4,4,4,3,3,1,2,4,4,2
941,Europe,Under 22,Other,4,4,3,2,3,1,0,1,4,4,2
942,South America,22-39,Female,1,3,3,4,1,4,4,1,3,1,1
943,North America,52-70,Female,4,4,4,4,2,3,1,2,4,4,2
944,North America,22-39,Female,4,4,4,3,2,3,4,2,3,2,2
945,Europe,Under 22,Female,1,3,3,3,1,4,3,4,3,1,2
946,Europe,Under 22,Female,3,4,4,4,2,3,4,4,4,4,2
947,Europe,Under 22,Female,1,4,3,0,0,3,4,3,2,1,1
948,North America,39-52,Female,4,4,4,3,3,4,2,4,4,4,2
949,North America,22-39,Female,4,3,3,3,3,3,1,3,4,3,2
950,Europe,22-39,Female,4,4,4,3,3,3,4,4,4,2,2
951,Europe,22-39,Female,4,4,4,3,4,3,0,4,1,4,2
952,North America,Under 22,Female,4,4,4,4,3,3,1,4,3,4,2
953,North America,22-39,Female,4,4,4,2,3,3,3,4,3,3,2
954,North America,22-39,Female,4,4,4,4,4,3,3,3,4,4,2
955,South America,22-39,Female,4,4,4,3,3,4,4,4,4,4,1
956,Europe,Under 22,Female,2,4,4,4,2,4,3,4,4,4,2
957,North America,22-39,Female,4,4,4,4,3,4,3,4,4,4,2
958,North America,Under 22,Female,4,4,4,3,2,3,1,4,4,3,1
959,Europe,22-39,Female,2,2,4,2,1,3,3,3,2,0,1
960,North America,39-52,Female,4,4,4,4,3,4,2,3,4,4,2
961,North America,22-39,Female,3,4,4,3,0,3,0,4,3,3,2
962,North America,22-39,Female,2,3,3,1,2,3,3,3,3,3,1
963,North America,Under 22,Female,4,4,4,4,3,3,2,3,4,4,2
964,North America,Under 22,Female,4,4,4,3,1,3,2,4,4,3,2
965,North America,Under 22,Female,3,4,4,1,1,2,2,3,4,2,2
966,Australia,Under 22,Female,2,4,4,1,0,4,2,3,3,2,0
967,Europe,22-39,Male,3,3,3,3,1,3,3,3,3,3,2
968,Europe,39-52,Female,4,4,3,3,3,3,3,3,4,4,2
969,Europe,Under 22,Male,3,4,3,2,2,4,2,2,2,2,2
970,North America,22-39,Female,4,4,3,3,2,3,4,4,2,3,2
971,Asia,22-39,Male,2,3,3,4,1,4,4,4,3,3,2
972,North America,Under 22,Female,3,3,4,3,1,3,0,3,3,2,1
973,North America,52-70,Male,3,3,4,4,3,2,2,3,3,3,2
974,North America,39-52,Female,4,4,4,1,3,4,3,4,4,4,2
975,North America,Under 22,Female,4,3,4,3,1,4,3,3,4,3,2
976,North America,39-52,Female,3,4,3,2,2,3,3,3,4,3,2
977,Australia,Under 22,Female,4,4,4,4,2,2,1,3,3,3,2
978,North America,Under 22,Female,1,3,3,3,0,2,3,4,4,3,1
979,North America,22-39,Female,4,4,4,4,3,2,2,2,4,3,2
980,North America,22-39,Female,4,4,4,3,2,4,1,4,4,4,2
981,North America,22-39,Female,2,3,3,4,2,4,2,3,3,0,1
982,North America,22-39,Female,4,4,4,4,4,2,1,3,4,4,2
983,Europe,22-39,Female,4,4,4,3,3,1,1,3,3,3,2
984,North America,22-39,Male,3,4,4,4,2,3,4,4,3,4,2
985,North America,Under 22,Female,4,4,4,2,4,2,0,3,4,4,2
986,South America,Under 22,Female,4,4,4,3,1,1,0,4,2,2,2
987,North America,22-39,Female,4,4,4,3,3,3,2,3,4,2,2
988,North America,52-70,Female,1,3,3,2,1,4,0,4,2,2,2
989,North America,22-39,Female,3,3,4,3,0,4,2,2,2,1,1
990,North America,22-39,Female,3,4,3,3,1,3,3,1,3,2,2
991,North America,Under 22,Female,4,4,4,4,3,3,2,3,4,4,2
992,North America,22-39,Female,4,4,4,4,2,3,2,2,4,4,1
993,North America,22-39,Female,3,4,3,3,1,3,2,3,3,3,1
994,Europe,22-39,Female,4,4,4,4,4,3,4,4,4,4,2
995,North America,Under 22,Female,4,3,3,3,2,2,1,2,2,4,2
996,Europe,39-52,Female,3,3,3,3,2,3,3,3,2,3,2
997,North America,Under 22,Female,3,3,4,4,3,3,4,2,4,4,1
998,North America,22-39,Female,4,4,4,3,1,3,2,3,4,3,2
999,Europe,Under 22,Female,1,4,1,0,0,3,0,3,4,2,1
1000,Europe,Under 22,Female,3,3,4,3,1,3,3,4,4,2,2
1001,North America,22-39,Female,4,4,4,3,1,3,1,1,3,1,2
1002,Europe,Under 22,Female,3,4,4,1,3,3,3,3,4,4,2
1003,North America,Under 22,Female,4,3,1,3,2,3,2,4,4,4,1
1004,North America,52-70,Female,4,3,4,3,2,3,2,3,3,4,2
1005,Asia,22-39,Female,4,4,4,4,3,4,4,3,4,3,2
1006,Europe,22-39,Female,2,4,3,3,1,4,3,4,3,2,2
1007,Europe,22-39,Female,4,3,3,4,2,3,3,4,3,3,2
1008,Europe,Under 22,Male,4,3,4,2,3,3,1,2,4,4,2
1009,North America,Under 22,Female,2,3,2,2,2,4,1,4,2,2,2
1010,North America,22-39,Female,3,4,4,4,2,4,3,4,4,3,0
1011,Asia,22-39,Female,3,4,4,4,1,1,4,3,4,4,2
1012,Australia,22-39,Female,3,4,4,4,4,4,4,4,3,3,2
1013,Europe,39-52,Female,3,4,4,2,2,2,2,3,4,2,2
1014,North America,Under 22,Female,1,3,1,2,0,4,0,3,2,0,1
1015,Europe,22-39,Female,4,4,4,4,3,3,4,2,3,4,1
1016,South America,Under 22,Female,4,4,4,2,1,4,4,3,4,4,2
1017,Asia,22-39,Female,3,3,3,3,2,4,4,4,4,4,2
1018,Europe,22-39,Female,1,3,3,3,1,3,3,3,3,2,1
1019,Europe,Under 22,Female,3,3,3,4,3,4,4,1,1,3,0
1020,North America,22-39,Female,4,4,4,3,4,3,3,4,4,4,2
1021,North America,22-39,Female,4,4,4,4,3,3,3,3,4,4,2
1022,North America,Under 22,Female,4,3,4,2,1,3,2,2,3,2,1
1023,North America,39-52,Female,4,4,4,4,3,3,3,2,4,4,2
1024,North America,22-39,Female,3,4,4,4,1,4,3,2,4,4,2
1025,Europe,22-39,Female,4,4,4,3,1,3,3,1,4,3,2
1026,Asia,22-39,Female,3,3,3,3,2,3,3,3,3,3,2
1027,North America,Under 22,Female,2,3,3,3,1,0,4,4,3,3,2
1028,North America,Under 22,Female,3,3,3,2,3,3,3,2,3,4,2
1029,North America,Under 22,Female,2,4,3,3,3,2,1,2,3,2,1
1030,Australia,Under 22,Female,3,3,3,2,2,3,2,3,3,3,1
1031,Asia,Under 22,Female,3,4,3,2,1,3,4,3,3,3,2
1032,Europe,22-39,Female,4,4,4,3,0,4,4,4,4,4,2
1033,North America,39-52,Female,4,4,4,2,1,3,1,3,4,3,2
1034,Europe,22-39,Female,2,3,4,4,2,4,3,4,3,1,2
1035,North America,22-39,Female,3,3,4,4,4,3,4,3,3,2,2
1036,North America,Under 22,Female,3,4,4,3,3,4,4,1,4,3,2
1037,North America,Under 22,Male,3,3,4,4,3,3,0,2,4,4,2
1038,North America,Under 22,Female,3,2,4,4,3,3,4,4,4,2,1
1039,Europe,Under 22,Female,4,4,4,4,4,3,4,4,4,4,2
1040,North America,22-39,Female,3,4,4,3,3,3,3,3,3,3,2
1041,North America,39-52,Female,2,3,3,3,1,3,2,4,2,0,1
1042,North America,Under 22,Female,4,4,4,4,0,2,2,3,4,3,2
1043,North America,Under 22,Female,3,3,3,1,3,3,2,1,4,3,2
1044,North America,22-39,Female,4,4,4,2,1,3,4,3,4,2,2
1045,North America,22-39,Female,3,4,4,3,1,3,1,1,2,1,2
1046,North America,39-52,Female,4,4,4,4,2,4,4,3,4,4,2
1047,North America,22-39,Female,4,4,4,4,4,3,2,3,4,4,2
1048,Australia,22-39,Female,4,4,4,3,3,4,3,2,4,3,2
1049,North America,22-39,Female,4,4,4,4,3,4,1,2,4,4,2
1050,North America,39-52,Female,1,2,2,2,1,3,2,2,1,1,0
1051,Europe,Under 22,Female,4,4,4,3,2,3,3,3,4,4,1
1052,Europe,22-39,Female,4,4,4,4,4,3,3,4,4,3,2
1053,North America,22-39,Female,4,4,4,4,3,3,4,2,4,4,2
1054,North America,Under 22,Female,3,3,3,3,3,3,2,3,3,3,2
1055,North America,22-39,Female,4,4,4,4,0,4,4,4,4,3,2
1056,Europe,22-39,Female,3,3,3,3,0,3,2,4,3,2,1
1057,Europe,22-39,Female,3,4,3,2,1,4,4,3,2,2,1
1058,Europe,22-39,Female,3,3,3,4,1,4,4,4,0,1,1
1059,Europe,Under 22,Female,4,4,4,3,2,4,3,3,4,4,2
1060,North America,22-39,Female,4,4,4,3,2,3,0,3,4,2,2
1061,Australia,22-39,Female,4,4,4,4,2,3,1,3,3,4,2
1062,Europe,22-39,Female,2,4,4,4,1,4,4,4,4,2,1
1063,Europe,22-39,Female,4,4,4,3,3,3,2,4,4,3,2
1064,North America,Under 22,Female,4,4,4,4,2,3,3,3,4,4,2
1065,Europe,39-52,Male,4,4,4,4,4,3,3,4,4,4,2
1066,North America,22-39,Female,4,4,4,4,2,4,2,4,2,0,1
1067,Europe,22-39,Female,4,4,4,2,3,2,4,3,4,4,2
1068,North America,Under 22,Female,0,3,2,3,0,4,1,3,0,0,1
1069,North America,22-39,Female,4,4,3,3,2,3,3,3,4,3,2
1070,Europe,Under 22,Female,3,2,3,1,2,3,1,3,3,2,1
1071,Europe,22-39,Female,3,3,2,1,1,4,0,3,3,2,2
1072,North America,Under 22,Female,4,4,4,4,3,3,1,3,4,4,2
1073,Europe,22-39,Female,3,4,3,4,0,4,3,4,4,3,2
1074,North America,Under 22,Female,4,4,4,3,4,4,2,3,4,4,2
1075,North America,22-39,Female,3,3,3,4,1,3,3,3,3,2,2
1076,Europe,22-39,Female,4,4,4,3,3,3,3,4,4,4,2
1077,North America,Under 22,Female,3,4,4,1,1,3,3,3,4,4,1
1078,Europe,Under 22,Female,4,4,4,4,4,3,2,3,3,3,2
1079,North America,Under 22,Female,4,4,4,4,3,3,2,4,4,4,2
1080,Australia,52-70,Female,3,4,3,3,2,4,2,4,3,3,2
1081,Europe,22-39,Female,4,3,3,3,2,2,3,3,3,2,2
1082,Europe,22-39,Female,3,4,4,1,3,3,3,2,4,3,0
1083,North America,Under 22,Prefer not to say,2,3,4,3,1,4,2,3,3,2,2
1084,Europe,22-39,Female,3,3,3,3,1,4,1,3,3,2,2
1085,North America,Under 22,Male,4,4,4,3,3,3,1,4,4,4,2
1086,North America,Under 22,Female,4,4,4,4,2,3,3,4,2,3,0
1087,North America,52-70,Female,3,4,4,4,2,3,4,3,4,4,2
1088,North America,Under 22,Female,2,3,3,3,1,3,2,3,2,2,2
1089,Europe,Under 22,Female,2,3,3,2,3,4,2,4,2,2,1
1090,North America,Under 22,Female,4,4,4,4,4,4,1,1,2,4,2
1091,North America,Under 22,Female,4,4,4,2,4,3,2,4,4,4,2
1092,North America,39-52,Female,2,3,3,4,1,4,4,3,2,2,0
1093,North America,22-39,Female,4,4,4,3,2,3,2,3,4,3,2
1094,North America,22-39,Female,4,4,4,4,2,4,2,3,3,3,2
1095,North America,22-39,Female,3,4,4,3,3,3,2,4,3,2,0
1096,North America,Under 22,Female,4,3,4,2,3,4,4,4,4,3,2
1097,Europe,52-70,Female,4,4,3,2,3,2,3,4,4,3,2
1098,North America,Under 22,Female,3,4,3,3,2,3,4,3,3,2,1
1099,North America,52-70,Female,3,4,4,4,0,4,4,3,4,3,1
1100,Australia,22-39,Female,4,4,4,4,3,4,3,3,4,4,2
1101,Australia,Under 22,Female,4,3,4,4,2,4,3,3,4,3,2
1102,Europe,52-70,Female,1,4,3,1,2,4,2,4,2,0,2
1103,Asia,22-39,Female,4,4,3,2,2,2,3,4,4,4,2
1104,North America,52-70,Female,4,4,4,4,3,4,2,4,3,3,2
1105,North America,Under 22,Female,4,4,3,4,3,3,1,3,3,3,2
1106,North America,22-39,Female,2,3,2,3,2,4,2,4,2,1,1
1107,North America,22-39,Female,4,4,4,4,3,3,0,3,4,3,2
1108,Australia,22-39,Female,4,4,4,3,2,4,4,3,3,4,2
1109,Europe,52-70,Female,4,4,4,3,1,3,1,4,3,2,1
1110,Europe,Under 22,Female,3,3,3,3,1,3,1,4,3,2,1
1111,North America,Under 22,Female,3,4,4,4,3,3,2,3,4,3,2
1112,Europe,39-52,Female,4,4,3,2,3,1,2,1,3,3,2
1113,North America,22-39,Female,3,4,4,2,0,3,4,4,4,2,1
1114,North America,22-39,Female,1,3,3,3,0,3,2,3,3,2,1
1115,Europe,Under 22,Female,2,3,3,3,1,3,1,3,3,2,1
1116,Europe,Under 22,Female,3,4,3,2,2,1,2,4,3,2,2
1117,North America,22-39,Male,2,3,3,2,0,3,2,3,2,2,1
1118,North America,Under 22,Female,3,4,4,4,2,3,3,1,3,3,1
1119,North America,22-39,Female,1,4,4,4,1,2,1,3,4,4,2
1120,Australia,Under 22,Female,1,2,1,3,2,3,2,2,2,2,2
1121,Europe,Under 22,Female,4,4,4,3,4,3,3,3,4,4,2
1122,North America,22-39,Female,3,4,4,3,2,3,2,1,4,3,2
1123,North America,Under 22,Female,3,4,4,3,2,3,3,2,3,1,2
1124,North America,Under 22,Female,3,3,4,2,4,3,3,3,4,4,2
1125,Australia,22-39,Female,1,3,3,4,2,4,4,3,3,4,1
1126,North America,52-70,Female,1,3,3,2,1,4,3,4,3,3,1
1127,North America,Under 22,Female,4,4,4,4,3,4,3,3,4,4,2
1128,North America,Under 22,Female,4,4,4,3,4,3,0,2,4,4,2
1129,North America,22-39,Female,4,4,4,4,1,3,3,3,4,3,1
1130,North America,Under 22,Female,4,4,4,4,1,3,2,3,3,3,2
1131,North America,22-39,Female,3,3,3,2,1,3,1,4,3,2,1
1132,Asia,Under 22,Female,3,4,3,4,3,3,4,4,3,4,1
1133,North America,39-52,Female,2,4,3,1,1,3,3,1,3,1,2
1134,North America,Under 22,Female,4,4,4,3,3,4,1,4,3,3,2
1135,Europe,22-39,Female,4,4,4,2,2,3,0,3,4,3,2
1136,North America,Under 22,Female,0,4,3,3,2,3,3,3,2,2,2
1137,Europe,22-39,Female,4,4,4,4,3,4,4,3,3,4,0
1138,Asia,22-39,Female,1,2,0,3,1,4,1,3,0,1,1
1139,North America,22-39,Female,4,4,4,4,2,3,1,4,4,4,2
1140,North America,Under 22,Female,3,3,3,3,2,2,2,2,3,2,1
1141,Asia,22-39,Female,0,4,1,0,1,2,4,3,2,0,1
1142,North America,22-39,Female,2,3,3,3,3,4,4,4,3,3,2
1143,North America,Under 22,Female,2,4,3,4,0,2,2,4,2,4,1
1144,North America,39-52,Female,4,3,4,3,3,3,1,3,3,2,2
1145,North America,Under 22,Female,3,3,4,3,2,3,3,4,3,3,2
1146,Europe,22-39,Female,2,3,2,3,1,2,4,3,3,2,1
1147,Australia,22-39,Female,4,4,4,3,3,3,1,3,4,3,2
1148,Europe,Under 22,Female,2,3,4,1,1,2,2,4,2,1,1
1149,Europe,Under 22,Female,4,4,4,2,1,1,4,4,4,4,1
1150,Europe,Under 22,Female,3,4,4,3,1,3,1,4,3,3,1
1151,Europe,Under 22,Female,4,4,4,3,2,2,2,3,3,4,2
1152,North America,39-52,Female,3,4,4,4,3,2,1,3,4,2,1
1153,North America,Under 22,Female,4,4,4,4,3,3,3,3,4,4,1
1154,North America,22-39,Female,4,4,4,4,4,3,3,3,4,4,2
1155,Europe,22-39,Female,3,4,4,0,1,3,2,3,3,3,2
1156,Europe,22-39,Female,4,4,4,3,3,3,4,3,3,4,2
1157,North America,Under 22,Female,4,4,4,4,3,4,4,4,4,4,2
1158,North America,22-39,Female,4,4,4,4,1,2,2,3,3,3,2
1159,Europe,39-52,Female,4,4,4,4,3,2,2,3,4,4,2
1160,North America,22-39,Female,3,4,3,2,1,4,2,3,3,2,1
1161,Europe,52-70,Female,4,4,4,4,3,3,3,1,3,3,2
1162,Europe,22-39,Female,4,4,4,4,3,3,2,3,4,4,2
1163,North America,39-52,Female,3,4,3,3,1,4,3,2,3,3,2
1164,Europe,22-39,Female,4,4,4,2,3,3,2,2,4,4,2
1165,Asia,Under 22,Male,3,4,3,4,2,3,4,4,3,1,1
1166,North America,22-39,Female,4,4,3,3,1,3,3,4,3,2,2
1167,North America,39-52,Female,2,4,3,1,2,3,2,1,4,3,2
1168,North America,22-39,Female,4,4,4,4,3,3,3,3,4,4,2
1169,Europe,22-39,Female,3,3,4,2,2,3,2,3,3,3,2
1170,North America,Under 22,Female,4,3,2,3,2,4,4,4,4,3,1
1171,North America,Under 22,Female,4,3,4,4,3,4,3,4,4,4,2
1172,Europe,22-39,Female,3,3,3,3,2,2,3,3,4,4,1
1173,Europe,22-39,Male,3,2,2,2,2,2,2,2,2,2,0
1174,Europe,39-52,Female,4,4,4,4,3,4,3,4,4,4,2
1175,North America,52-70,Female,2,3,2,3,1,4,4,4,3,3,1
1176,North America,Under 22,Female,3,2,4,4,1,3,2,4,3,3,2
1177,North America,39-52,Female,3,4,3,3,1,3,3,3,3,3,2
1178,Australia,39-52,Female,1,3,2,2,1,4,3,2,2,2,0
1179,North America,Under 22,Female,1,3,1,2,1,3,3,3,1,1,1
1180,Europe,Under 22,Female,4,4,4,4,1,2,2,3,2,1,1
1181,North America,Under 22,Female,3,3,3,2,0,3,1,2,3,2,1
1182,South America,39-52,Female,3,4,4,4,1,2,2,3,3,3,1
1183,North America,Under 22,Female,4,4,4,4,2,3,3,3,4,4,2
